id,type,tweet,label
4.73E+17,test,Made an Instagram. Because we all know I just need another social media account. #not,Sarcasm
4.72E+17,train,Im sorry to everybody who has to watch me dance tonight #Not #DealWithIt,Sarcasm
4.63E+17,train,"Well, 1st qtr goes to the refs. Nice job guys #sarcasm #pacers #lamesauce",Sarcasm
4.65E+17,train,"Parker is thoroughly outplaying Lillard in the series. He's been baptized, so to speak. Interesting to see how he fares next year.",Not Sarcasm
4.73E+17,train,@DarthMeerkat @brewer_lar So animal loving vegans don't take the time to understand the needs of their cat? #irony Cats NEED meat!,Not Sarcasm
4.75E+17,train,"""I can see someone like me being arrogant,  but I'm not."" #irony",Not Sarcasm
4.63E+17,train,Love it when plans come together #sarcasm,Sarcasm
4.74E+17,train,@muafckinDriaaa u tell me text u but u don't text back #irony of dat,Not Sarcasm
4.72E+17,train,"Never, never, EVER would I stay up this late. It's now 4 days of this and it's all thanks to @alyssaher.   #SarcasticTweet #NotThankful",Not Sarcasm
4.64E+17,train,"...welp, lmaooo didn't see this coming #sarcasm #raw...",Not Sarcasm
4.73E+17,test,Waking up early in the morning at is not my thing! #sleepie #not #morningperson,Not Sarcasm
4.73E+17,train,I just passed a dead road-killed bear cub on the side of the highway. #irony #Brewers #fb,Not Sarcasm
4.73E+17,test,@Mattys123 terrific news #not  Well I'll just have to hope they choose now to rectify that stat.,Sarcasm
4.73E+17,train,"Wow a year ago today I arrived in LA. I still love you, City of Angels, but I don't love your hockey team #sorry #not",Not Sarcasm
4.75E+17,train,LeBron can't take the Heat. #irony #NBAFinals,Not Sarcasm
4.75E+17,train,walb.com/Global/story.a… Poker game among town leaders busted and all arrested. #irony #hypocrisy,Not Sarcasm
4.72E+17,train,I can't believe I waited 20m for a bus only to have it be delayed by too many busses getting in each others way #Irony #MKTransport #Arriva,Not Sarcasm
4.72E+17,test,Must appreciate Ashwin for that well thought out plan. #NOT,Sarcasm
4.73E+17,train,Woo! I have to be with my little brothers 8th grade buddies again tonight! Yay! So excited! #Not #Sarcasm,Sarcasm
4.75E+17,train,"Some people keep a superb lawn but dirty, unkempt house. #Irony",Not Sarcasm
4.72E+17,train,Knock down my walls ? I promise ill be quiet haha #Not,Sarcasm
4.72E+17,train,Had no idea so many people I know were such ardent Maya Angelou fans #sarcasm,Sarcasm
4.76E+17,test,How am I still not good enough for you? I'm literally a model compared to you,Not Sarcasm
4.63E+17,train,I've really enjoyed sitting in Walter 145 for the past 8 1/2 hours...#sarcasm,Sarcasm
4.63E+17,train,I really appreciate what you did. #sarcasm,Sarcasm
4.63E+17,train,It's nice to see that I'm the last one who's told anything. #sarcasm,Sarcasm
4.72E+17,train,Reading a book on why you shouldn't procrastinate to the kids I'm babysitting to put off studying #irony,Not Sarcasm
4.73E+17,train,Guess it's a good time to move on and make new/better friends.  Ya think you know someone... #bestfriends #not #betrayal,Not Sarcasm
4.76E+17,train,@sunflowers83 for pretty little liars? Literally I'm barely on episode one watching it on Netflix an it's pretty good.,Not Sarcasm
4.72E+17,train,Gutted about the result tonight .. Hate losing nippers like that! At least we've got the 3 and half hour drive tomorrow to Brighton! #not!,Sarcasm
4.63E+17,test,@techiskwl I don't use sarcasm EVER either nor do I hand out papers #papercuts #sarcasm #caedchat,Sarcasm
4.63E+17,train,"George Washington: Okay british we are gonna ""attack"" new york. #sarcasm",Not Sarcasm
4.73E+17,train,"@Courtneyy_Ann24 oh yeah let me just do that one real quick, it'll sound really good acoustic. #not",Sarcasm
4.72E+17,train,My dad is such a riveting person to converse with #not,Sarcasm
4.00E+17,train,It's rude to be happy in an office.,Not Sarcasm
4.72E+17,train,I love how my phone goes from 91% to 56% in a half hour. #not #iphoneProblems #iphone,Sarcasm
4.72E+17,train,"@AnikaNoniRose #Irony Beside the message behind ""Golddigger"", Ray was phenomenal just listening to the Ray movie soundtracks!!",Not Sarcasm
4.64E+17,train,Mine would say #prone to #sarcasm and #suddenoutbursts lol! What would.yours? instagram.com/p/npbH8JpGbn/,Not Sarcasm
4.73E+17,train,ur rly dark ur rly dark and ur mean and ur dark and ur a fag and ur my uh ya. ur my bfffff. #not oh did i mention ur dark? HAHAHA FAG BYE,Sarcasm
4.72E+17,test,"working like a donkey, feeling like an ass #not #a #good #day",Not Sarcasm
4.63E+17,train,"@ej1freak #SundaySalute to my worst follower. She's not cool, not sweet & not awesome. She's so cocky & she thinks she's hilarious #SARCASM",Sarcasm
4.73E+17,train,@srrohohyes Including starving kids in Africa? Way to go God! Count me in too. #not #atheism,Not Sarcasm
4.73E+17,train,Please tell me more about how you came to our country and now want us to change our traditions because they offend you. #NOT,Sarcasm
4.75E+17,train,"If the @MiamiHEAT blame the ""HEAT"" at @Spurs AT&T Center I'm gonna lose my mind. #irony #MIAvsSA #GoSpursGo",Not Sarcasm
4.73E+17,train,S/O to MaShawn Sims and Ja Iaintmadatcha Will for our weight loss bet...I won!!! $300!!! Drinks on me #NOT!!! #GiveMeMyMoney!!!,Not Sarcasm
4.72E+17,train,A Spicy Ice Cream on a Hot Afternoon. #siliicecream #irony @ 1st Colonial Grill instagram.com/p/onRYD8xETy/,Not Sarcasm
4.72E+17,train,"Galatians 1:10 KJVA For do I now #persuade #men, or #God? or do I #seek #to #please #men? for if I yet pleased men, I #should #not (1/2)",Not Sarcasm
4.72E+17,train,@sonyxperia your latest system update has caused my Xperia z to crash as well as. Continually lose signal... #not impressed,Not Sarcasm
4.73E+17,test,Sooo shocked that the madden cover vote finals is between sherman and newton #NOT,Sarcasm
4.74E+17,test,"There's a coder here who looks like an older @chelis714. He's called ""the janitor"" because he cleans up teammates coding disasters #irony",Not Sarcasm
4.76E+17,train,At 1630. We've Not Sarcasmly spent the entire day at the dfac pretty much. Probably going to do some hard drinking tonight so I can....,Not Sarcasm
4.63E+17,train,I love how my day can go from totally awesome to totally awful in seconds #sarcasm,Sarcasm
4.73E+17,train,I'm the oldest thing in #Revelstoke's wonderful #ModernBakery...there's your #Irony for the day.,Not Sarcasm
4.63E+17,train,"Keep sharing the ""Look Up"" video on......Social Media :P #socialmedia #lookup #sarcasm",Sarcasm
4.72E+17,test,"HAPPY BIRTHDAY BASIC , I LOVE U BAE . HAPPY 18 lets go clubbing soon #not SERIOUSLY WE ARE GOING OUT THIS WEEKEND I PAY",Not Sarcasm
4.76E+17,train,Mortal Kombat X looks pretty sick! Not Sarcasmly and non-Not Sarcasmly. #E32014,Not Sarcasm
4.74E+17,train,Photo of #statues of #oldcameras taken with an #iPhone #digital #camera....#irony? instagram.com/p/o1qEnyvOEt/,Not Sarcasm
4.73E+17,train,Grammar #irony RT @vickiiaNnAmarie: @IAmDeterria lol u funny .but ur grammer is not correct either.its talking not taking.,Not Sarcasm
4.74E+17,train,flipping thru the channels at 4:30am & i stumble across a convicting episode of sid the science kid about why sleep is good for you. #irony,Not Sarcasm
4.73E+17,train,Had an hour an half sleep before rudely woken up by my mom. Again now i cant sleep today is gonna be so fun #NOT,Sarcasm
4.72E+17,train,"Nearly mown down in crosswalk by van emblazoned with ""SAFETY SOLUTIONS!"" #irony",Not Sarcasm
4.72E+17,train,"Make a #declaration, “This difficulty is #not going to bury me. I refuse to live in #selfpity. I may be down, but it’s only #temporary""",Not Sarcasm
4.73E+17,train,"0/5, 0/4, 0/12  I'm so happy, like really. I'm so grateful that I have none of my idols following me, it's great. #sarcasm",Sarcasm
4.63E+17,train,Love all my supportive friends. #sarcasm,Sarcasm
4.72E+17,train,And things jus keep on getting better #not,Sarcasm
4.72E+17,train,I told my mom that my ass looked good in the pants I'm wearing and she told me she's happy for me. #sarcasm,Not Sarcasm
4.72E+17,train,At the park with Elle; some bloke has taken his 2 kids & has got them sitting on the grass NEXT to the park playing on iPads #irony,Not Sarcasm
4.72E+17,train,Why did I decided to stay up until 6am?!? Well I geuss I'm doing nothing but sleeping today..... #yay #not :p,Sarcasm
4.73E+17,test,@archeroo @D_Dublu_racing He's spent all this week accusing Smolinski of cheating as well. #irony,Not Sarcasm
4.64E+17,train,Just realized my birthdays in a month and I am in no way shape or form excited about turning 23...  #yay #anotheryearolder #sarcasm,Not Sarcasm
4.73E+17,train,"I love how psychology, sex and love, horny facts and all the other twitter accounts in the genre tweet the same things... #not",Sarcasm
4.73E+17,test,#Liberal & #Conservative are #not dirty words; but sometimes they're used by #DirtyPeople.,Not Sarcasm
4.63E+17,train,Being sick sure is fun.. #sarcasm,Sarcasm
4.73E+17,train,@jessicaburroug2 @Lwaldrop_13 @MaddieOB7 #Not what we had hoped for @FSU_Softball but so much to be #Proud of this season. Thank you,Not Sarcasm
4.63E+17,train,Yes Daniel Kane is the reason there's so much wrong with the world. #Sarcasm #ExtremeRules,Sarcasm
4.72E+17,train,@TweetLift_ You favorited that tweet about not favoriting. lol #Irony :),Not Sarcasm
4.65E+17,test,@IUQuarry I think the fact we're not exactly football powerhouse might have scared Carolina so they go for a WR from the nat'l champs.,Not Sarcasm
4.72E+17,train,Tired and just want to sleep .. All i get it agg! #not #happy.,Not Sarcasm
4.72E+17,test,"I remember 6 years ago me saying Hell  No when someone told that I'm gonna become an engineer ,look where life has gotten me !!! #Irony",Not Sarcasm
4.73E+17,train,Excited for the same exact teams in the nba finals this year #not,Sarcasm
4.73E+17,test,Some people need to grow up don't they ? #act #your #age #not #your #shoe #size,Not Sarcasm
4.72E+17,train,"The play presentation button on the ""Learn Grails"" page grails.org/learn pops up a blank screen with no presentation. #irony",Not Sarcasm
4.72E+17,train,@frillseeker good thinking! I think we have to wait for a certain publication to get the exclusive before we all run panting to cover. #not,Sarcasm
4.64E+17,train,Real excited about this episode of the boondocks too. I DEFINITELY wanna see animated tv's only black family be slaves #Sarcasm,Sarcasm
4.63E+17,train,Wow bazooka gum has the best jokes #sarcasm,Sarcasm
4.72E+17,test,"It's a shame he did the four ladies (so to speak), I think #joeybarton has been good otherwise #BBCQT",Not Sarcasm
4.72E+17,train,Huge Jackman looked a little scronny in the newest X-men film. #not #DoesHeFitThroughDoors? #HughJackman,Sarcasm
4.73E+17,train,"My doctor thinks I should cut down on salt. Yes, I need to make it to 100 while eating bland food. #Not #Duh #checkplease",Sarcasm
4.73E+17,train,4 years at ferris and I finally get the invite to @huffa9299 s house #goodfriend #not #happybirthday,Not Sarcasm
4.64E+17,train,"@aliholland73 Hee Hee! Cardiff is virtually deserted, not that I would know as I'm still tucked up in bed. #lovely",Not Sarcasm
4.73E+17,test,The height of summer and I'm smothered with a cold #NiceWaaaan #Not,Not Sarcasm
4.74E+17,train,My husband just called someone an ignoramus. Then asked me if that is spelled with an e or an i. #irony #seriously,Not Sarcasm
4.63E+17,train,"Dear Snow, I'm SO glad you're back this May. I REALLY missed you in the two weeks you were gone. #sarcasm #SaidNoOneEver #yegwx",Sarcasm
4.63E+17,train,"Well, Chrissy, if Tony said it before the election, it must be true #qanda #sarcasm",Sarcasm
4.72E+17,train,"""It's a tragedy when ppl start to go off on their own theories and not listen to the scientific evidence,"" said @pmharper on #CBC. #irony",Not Sarcasm
4.63E+17,train,@diarmuid_brod it's so good to have u back hurling this year and being around the panel!! #sarcasm,Sarcasm
4.72E+17,train,What a great day soo much great stuff happend to me today. #not #fucktoday #fuckthepolice and #fuckmyparents,Sarcasm
4.76E+17,train,@360ShieldBash i literally haven't played SnR since the switch besides one game in a mosh lobby. good riddance to that game mode.,Not Sarcasm
4.63E+17,train,Also do we cut Hale since he loaded the bases this inning? He obviously sucks. #sarcasm,Not Sarcasm
4.63E+17,test,@WWEUniverse #RAW lets add a name to a character that has been known as one name for years. Great idea. #sarcasm #whowritesthis?,Sarcasm
4.72E+17,test,Spent my morning in the hospital. Just what I wanted. #not #fuckthehospital,Sarcasm
4.63E+17,train,Nice work officiating tonight @bruggy27! #Sarcasm #NAHL,Sarcasm
4.73E+17,train,@stephenasmith U were SO RIGHT.... Paul George is #NOT a SuperStar !,Not Sarcasm
4.73E+17,train,Thank You Russell. Very Much. You played so great in the fourth. #not #Stupid,Sarcasm
4.72E+17,train,Yay for spending this beautiful day inside! #sarcasm #workworld #realworld #frustrated,Sarcasm
4.73E+17,test,Pretty cool! Our music video for Call Me will be shown at Krakow Int. film festival today!! #callme #not #maybe,Not Sarcasm
4.73E+17,train,Just want I wanted to hear this morning....3 hour delay! #not,Sarcasm
4.72E+17,train,@NHL @NYRangers @CanadiensMTL Thanks to the #Ref for winning the game for #NYR  your the Greatest #Not...,Sarcasm
4.73E+17,test,11yr old son squealing is not happy to mama's ears. #music #not,Not Sarcasm
4.72E+17,train,"Got a concussion and didnt make the team, what a good day #not",Sarcasm
4.72E+17,train,Irony is not missed here. #irony #hsph instagram.com/p/olyO0TtS2S/,Not Sarcasm
4.72E+17,train,time to go to work….. yayyyy for the 30 minute walk and then 3 buses!!! #not ugh hurry up 23rd june I want my licence already!!!,Sarcasm
4.63E+17,train,@TomOrr777 wow. Because clearly Native Americans were treated wonderfully by the US Govt. #sarcasm,Sarcasm
4.72E+17,train,Time for a one hr nap before I wakeup to continue studying again....oh how I love summer classes #not,Sarcasm
4.63E+17,train,@HPbasketball #raptors fans love that Joey Crawford is refereeing this game. #sarcasm,Sarcasm
4.63E+17,train,Just reviewing some ballots from this year and I can say that this tournament was the most productive #Sarcasm pic.twitter.com/7fFbm1jhvB,Sarcasm
4.65E+17,test,Don't you love it when you try to hang with people but you pass out early as fuck like an old lady :/ ugh so frustrating,Not Sarcasm
4.72E+17,train,Why yes I would love to mow the yard right after working all day #Not,Sarcasm
4.72E+17,train,I like how Wil told me he was coming down tomorrow.. #Not @Wilrodgers,Sarcasm
4.60E+17,train,"This is really what I wanted to come home to, let me tell ya. #sarcasm",Sarcasm
4.63E+17,train,The #Phillies 7-9 hitters today should be a tall order for Gio. #Sarcasm,Sarcasm
4.73E+17,test,@AlliSpeed did you know that KFC brought back the double down. bet you wanna try that again #not,Sarcasm
4.72E+17,train,Hahaha I love getting notified of awards through my own twitter account! #not #HowdTheyDoThat!? #HackedbyBJU,Sarcasm
4.72E+17,test,@nerinedorman You're a horror writer on Twitter:)  #irony,Not Sarcasm
4.63E+17,train,"can't find tweet re: prayer @ public mtgs., but the fact that atheists are ""welcome"" to lead a prayer made ME feel better. #sarcasm",Sarcasm
4.72E+17,train,lol i tweeted about how tal sings better than adele today and then an adele fan account followed me #irony,Not Sarcasm
4.72E+17,train,SHINEKI SHOULD BE FIRED ALONG WITH EVERY CORRUPT CRIMINAL ON @TheHill THAT VOTED #NOT TO EXTEND BENEFITS TO OUR TROOPS @Politico @WhiteHouse,Not Sarcasm
4.73E+17,test,Oh body clock. Thank you for waking me up at 6:08 on a Saturday morning. And #not,Sarcasm
4.72E+17,train,I see you've grown more attractive since we last met... gravitationally speaking. #compliment #NOT,Not Sarcasm
4.72E+17,train,"The body becomes a doorway, so to speak, into a deeper sense of aliveness underneath the fluctuating emotions and your thinking. [21]",Not Sarcasm
4.75E+17,train,Coz its just amazing how organisations acknowldge the significance of youth in Climate Change issues but hardly invest in them. #irony,Not Sarcasm
4.73E+17,train,I think I'm going to take a month or two vacation!   #not #gladihavechoicestho,Sarcasm
4.75E+17,train,Hope that Rutherford gets rid of Bylsma as the Penguins coach and Francis picks him up as the Hurricanes coach #irony,Not Sarcasm
4.76E+17,train,“@amandadawnlowe: Kaile and her mom are fighting but it's yelling compliments at each other and I'm really confused lmao” Not Sarcasmly my life,Not Sarcasm
4.72E+17,train,Got anxious so my mother told me I would fail at life. Having fun at home! #not,Sarcasm
4.73E+17,train,Apparently my mom isn't going to let me take my car when I move to bountiful this weekend. I'm in a GREAT mood now. #not,Sarcasm
4.76E+17,train,I went an saw prisoners last night and I was Not Sarcasmly yelling at jake gillynahlakhs,Not Sarcasm
4.73E+17,train,"Yes, because I love sitting inside doing homework on a nice day... #NOT",Sarcasm
4.72E+17,train,Yea nice to know my own parents have my back. #not,Sarcasm
4.60E+17,test,"yeah, thats not bigoted at all #sarcasm @RBRadioNetwork @Gumlegs @rclilly1225 @prepper1776",Sarcasm
4.72E+17,train,Only 1 more sleep until I take haiden to his first England match...  #not sure who's more excited! — feeling excited,Not Sarcasm
4.72E+17,train,"""I'll spoil you like sour milk"" bc that's sexy, #not #raplyricfail #darkhorse",Not Sarcasm
4.63E+17,test,"Yeah, threatening to punch somebody is a great way to convince people you're not violent. #sarcasm #DrPhil",Sarcasm
4.73E+17,train,Who kicks a student out on their #SeniorGradNight because they had to drive themselves and couldnt ride the bus? Thanks a lot #not #screwyou,Not Sarcasm
4.73E+17,train,"@georgediaz @jackaberlin #IRONY ...for some, that thing that you use, to get the wrinkles outta your clothes with.",Not Sarcasm
4.73E+17,test,@LaceUpBoxing retire on top  he'll never get another night like tonight #who will #nobody #not even floyd,Not Sarcasm
4.72E+17,train,"Poor Canadians, atleast you still have .............. ? Something to cheer for #NOT #fuckthehabs",Sarcasm
4.63E+17,train,Love the staged Crosby jersey signing on NBC.  It didn't look fake at all. #Sarcasm,Sarcasm
4.73E+17,train,I'm so happy that Estrella doesn't offer Bio 202 over the summer!! #great #sarcastic,Sarcasm
4.72E+17,train,"Thank you, dog, for drinking water so fast you vomit it up. I TOTALLY wanted to clean up dog vomit. #not",Sarcasm
4.73E+17,train,You know you're a dj when you leave the tables for a couple mins #not,Sarcasm
4.72E+17,train,"Netizen commented positively on the male leads and commented negatively on the female leads.. Hmm, shocking. #not",Sarcasm
4.73E+17,train,@minnikan So many lessons#taught to me by life #not by individuals.,Not Sarcasm
4.63E+17,test,"@BretBaier @jengriffinfnc I'm shocked I tell you, SHOCKED! #sarcasm Prayers for their safe return.",Sarcasm
4.72E+17,train,Today is a great day because I'm finally done with Spanish nice to know ya #Not,Sarcasm
4.60E+17,train,If Jeff Gordon wins this race it'll really be the cherry on top of my awesome day... #sarcasm #nascar #rainbowbaby #boo,Sarcasm
4.73E+17,train,@princessisla529 You just seem to attract them all my dear!! #luckygirl #not,Not Sarcasm
4.72E+17,train,Stay in and cut grass v go out and shop #DecisionsDecisions #not,Sarcasm
4.63E+17,train,"Distracted driving is cool because it's one of the main reasons for car accidents, am I right!? #sarcasm",Sarcasm
4.75E+17,train,@sb_67 further #irony: he just changed lanes twice without a turn signal.,Not Sarcasm
4.73E+17,train,"Ah hayfever, how I've missed your itchy eyes and snotty nose. #not",Sarcasm
4.73E+17,train,I love it when @finnsonator random friend @little_dyl99 rapes my twitter during a movie #thanks #not #gtfo,Sarcasm
4.73E+17,train,Man I just love how my body is stuck on an a strict 6AM time to wake up every morning so I can't sleep in ever! #NOT,Sarcasm
4.76E+17,train,I'm Not Sarcasmly going to lay in my bed all day and catch up on all the pretty little liars I missed out on,Not Sarcasm
4.72E+17,test,Sitting in bed watching my friends play candy crush. This is the life. #not,Sarcasm
4.72E+17,test,don't you just love when your whole family fights over complete bullshit bc same #lol #not #growup,Not Sarcasm
4.72E+17,train,@Alonzos_Paisa looks pretty hot riding his bike shirtless down mill! #NOT,Sarcasm
4.60E+17,train,"What America needs to move forward is a rich, mean old lady with a drinking problem,a cheating husband, and a trail of dead bodies #sarcasm",Sarcasm
4.65E+17,train,"The best part of the draft is seeing how many football experts there are on Facebook & twitter. Wow, y'all! So clever. #not",Sarcasm
4.74E+17,train,"@Grassybrit So being ""green"" could actually make your lawn brown. #irony",Not Sarcasm
4.64E+17,test,It's like we're all meant to be Zac Efrons #YeahRight,Not Sarcasm
4.75E+17,train,Isn't Lebron a spokesperson for Gaterade? #irony #spursvsheat #HeatvsSpurs #nba,Not Sarcasm
4.72E+17,train,The only benefit to having a cold/sore throat is the sound of your own raspy voice. #FeelInvincible #Irony,Not Sarcasm
4.76E+17,train,@BettyWho is literally everything good in life and there is rarely a moment when her music is not playing in my house.,Not Sarcasm
4.60E+17,train,I love when parents are responsible #Sarcasm #WatchYourDamnKids,Sarcasm
4.63E+17,train,@EganNell @JaiminOk Sea world is cool not cruel #sarcasm but tbh it was kinda fun,Sarcasm
4.73E+17,test,"I may seem like the wrong choice to everyone else, but maybe I'm the right kind of wrong for you. #not #likeeveryother",Not Sarcasm
4.73E+17,train,I talk too much. I have a lot of stories & opinions. I guess I will try to be more basic.. #NOT,Sarcasm
4.73E+17,train,Ok nail salon lady just burn my face off really it's okay #not #fuckingchink,Not Sarcasm
4.64E+17,train,"Appreciate the guy telling me, in detail, about the horror film about being stuck in a lift, while we were stuck in a lift! #not",Sarcasm
4.73E+17,train,@Dfyeant maybe that's why everyone kept askin if I was ok... because of the look of having a blast....lol #NOT,Sarcasm
4.63E+17,test,@aallyysssaaaa it's the 5th of May! That only happens like once a year! #sarcasm,Sarcasm
4.72E+17,train,Not making this up: I just got a complaint about how we're technically backwards from a guy with a Juno email address. #irony,Not Sarcasm
4.72E+17,train,Bathroom cleaned well today yet I c the 1st spider i ever in it 2nite. Is this #irony or did clean change habitat and force him to surface?,Not Sarcasm
4.64E+17,train,I researched common Dutch phrases for my stay in Belgium and it literally looks like someone banged on the keyboard. pic.twitter.com/fMHjXaJIgI,Not Sarcasm
4.73E+17,train,Work gym badminton football beer night out! Looking forward to work tomorrow #not,Sarcasm
4.72E+17,train,Going on 3 hours at the DMV... I am so happy right now! #sarcasm,Sarcasm
4.63E+17,test,"@_Mz2Die4_: Oh yeah, I like him too... lol. #LakersCoach #sarcasm @Mz_Cocoa01 He's a quitter.",Sarcasm
4.60E+17,train,"Thank you, table behind us, for keeping everyone updated about the fight we're all watching. You must know everything about #UFC. #sarcasm",Sarcasm
4.73E+17,train,"Oh, @Tanisha_DaDiva. Don't feel silly. Your reaction would have been totally fine at a REAL #SurprisePressConference! #not",Sarcasm
4.72E+17,test,"Im sure Inzaghi was the missing piece of the jigzaw, well surely go on to win it all now #Not #FuckThisWorld",Sarcasm
4.72E+17,train,"#Irony Secretive gathering of rich and powerful at #Bilderberg2014 actually has ""Does privacy exist?"" on its agenda theguardian.com/world/2014/may…",Not Sarcasm
4.63E+17,train,Really relieved to see the mock questions for CHIN310 make sense. Was almost worried they wouldn't be in English then. #sarcasm,Sarcasm
4.73E+17,train,Ya know it's gunna be a great day when both your knees are hurting this morning #not #fuck,Sarcasm
4.73E+17,test,"Life sucks, keep a condom in ur pants incase it fucks u. #life #bored #sarcasm #wisdom #meditation. #peace #happy #summer",Not Sarcasm
4.72E+17,train,I just read this article about how women should be recognized for their true beauty... Then I walk out of work and get whistled at. #Irony,Not Sarcasm
4.72E+17,,@BumbleCricket @NOstra4amas haha watch the door doesn't hit you on the way out!! #chickmagnet #not,Sarcasm